id,dataset,split,question,prediction,answers,agent,raw_prediction,correct
WebQTest-266,webqsp,test,what is there to do for fun in kansas city?,"Kansas City Zoo, Worlds of Fun, Power & Light District, Country Club Plaza, Kauffman Stadium, Arrowhead Stadium, Nelson-Atkins Museum of Art","['Kansas City Zoo', 'Kauffman Center for the Performing Arts', '18th and Vine-Downtown East', 'Kemper Museum of Contemporary Art', 'Liberty Memorial', 'Harry S. Truman Presidential Library and Museum', 'Crown Center', 'Worlds of Fun', 'Sprint Center', 'Negro Leagues Baseball Museum', 'Boulevard Brewing Company', 'Oceans of Fun', 'Hotel Phillips', 'Deer Creek Golf Course', 'Ewing and Muriel Kauffman Memorial Garden']",Tiered-Forest,"Kansas City Zoo, Worlds of Fun, Power & Light District, Country Club Plaza, Kauffman Stadium, Arrowhead Stadium, Nelson-Atkins Museum of Art",True
WebQTest-191,webqsp,test,where did drew brees go to college wikianswers?,Purdue University,"['Stanford Graduate School of Business', 'Purdue University']",Tiered-Forest,Purdue University,True
WebQTest-554,webqsp,test,what money do they use in spain?,Euro,['Euro'],Tiered-Forest,Euro,True
WebQTest-637,webqsp,test,what type of government did soviet union have?,communist state,"['Communist state', 'Socialist state', 'Soviet democracy', 'Parliamentary republic']",Tiered-Forest,communist state,True
WebQTest-875,webqsp,test,where did hugo chavez go to school?,Academia Militar de Venezuela,"['Julian Pino School', ""Daniel Florencio O'Leary School"", 'Simón Bolívar University', 'Bolivarian Military University of Venezuela']",Tiered-Forest,Academia Militar de Venezuela,False
WebQTest-438,webqsp,test,what university did romney graduated from?,"Brigham Young University, Harvard University",['Brigham Young University'],Tiered-Forest,"Brigham Young University, Harvard University",True
WebQTest-234,webqsp,test,what countries does the panama canal go through?,Panama,['Panama'],Tiered-Forest,Panama,True
WebQTest-461,webqsp,test,where did clay matthews go to school?,University of Southern California,"['University of Southern California', 'Agoura High School']",Tiered-Forest,University of Southern California,True
WebQTest-1441,webqsp,test,where all did picasso live?,"Barcelona, Paris, Mougins","['Málaga', 'Madrid', 'France']",Tiered-Forest,"Barcelona, Paris, Mougins",False
WebQTest-1622,webqsp,test,what ocean is around hawaii?,Pacific Ocean,['Pacific Ocean'],Tiered-Forest,Pacific Ocean,True
WebQTest-1757,webqsp,test,what did michael crabtree do?,play football,"['Wide receiver', 'Athlete', 'American football player']",Tiered-Forest,play football,False
WebQTest-1328,webqsp,test,what did hayes do?,"U.S. Representative, Governor of Ohio, 19th President of the United States",['US President'],Tiered-Forest,"U.S. Representative, Governor of Ohio, 19th President of the United States",False
WebQTest-296,webqsp,test,what kind of government does libya have today?,Government of National Unity,"['Provisional government', 'Parliamentary republic']",Tiered-Forest,Government of National Unity,False
WebQTest-527,webqsp,test,what country borders slovakia?,"Austria, Czech Republic, Hungary, Poland, Ukraine","['Czech Republic', 'Hungary', 'Poland', 'Ukraine', 'Austria']",Tiered-Forest,"Austria, Czech Republic, Hungary, Poland, Ukraine",True
WebQTest-2001,webqsp,test,who won the 2000 fa cup final?,Chelsea,['Chelsea F.C.'],Tiered-Forest,Chelsea,True
WebQTest-1997,webqsp,test,who does owen schmitt play for?,West Virginia Mountaineers,['Seattle Seahawks'],Tiered-Forest,West Virginia Mountaineers,False
WebQTest-1848,webqsp,test,what instrument does louis armstrong?,trumpet,"['Cornet', 'Trumpet']",Tiered-Forest,trumpet,True
WebQTest-482,webqsp,test,who plays blaine in batman?,Glenn Shadix,"['Matthew Wagner', 'Danny Trejo', 'Carlos Alazraqui', 'Tom Hardy']",Tiered-Forest,Glenn Shadix,False
WebQTest-1780,webqsp,test,who does michael oher play for in 2010?,Tennessee Titans,['Baltimore Ravens'],Tiered-Forest,Tennessee Titans,False
WebQTest-504,webqsp,test,who was philip in acts chapter 8?,Philip the Evangelist,['Apostle Philip'],Tiered-Forest,Philip the Evangelist,False
WebQTest-410,webqsp,test,what are the major cities in ukraine?,"Kyiv, Kharkiv, Odesa, Dnipro, Donetsk, Zaporizhzhia, Lviv",['Kiev'],Tiered-Forest,"Kyiv, Kharkiv, Odesa, Dnipro, Donetsk, Zaporizhzhia, Lviv",False
WebQTest-2005,webqsp,test,who plays bob kelso in scrubs?,Ken Jenkins,['Ken Jenkins'],Tiered-Forest,Ken Jenkins,True
WebQTest-1894,webqsp,test,what baseball team was jackie robinson on?,Brooklyn Dodgers,"['Kansas City Monarchs', 'Montreal Royals', 'Brooklyn Dodgers']",Tiered-Forest,Brooklyn Dodgers,True
WebQTest-1303,webqsp,test,what other movies is josh hutcherson in?,"The Hunger Games, Bridge to Terabithia, Journey to the Center of the Earth, Zathura, The Kids Are All Right, Future Man, Five Nights at Freddy's","['In Dubious Battle', 'The Long Home', 'Bridge to Terabithia', ""Cirque du Freak: The Vampire's Assistant"", 'Firehouse Dog', 'Winged Creatures', 'Party Wagon', 'Journey to the Center of the Earth', 'One Last Ride', 'Wilder Days', 'Miracle Dogs', 'Kicking & Screaming', 'Red Dawn', 'Motocross Kids', 'Zathura', 'The Kids Are All Right', 'The Forger', 'The Polar Express', 'RV', 'Little Manhattan', 'Journey 2: The Mysterious Island', 'American Splendor', 'Detention', 'House Blend', 'The Hunger Games', '7 Days in Havana', 'The Third Rule', 'Epic', 'The Hunger Games: Catching Fire', 'The Hunger Games: Mockingjay, Part 1', 'The Hunger Games: Mockingjay, Part 2', 'Escobar: Paradise Lost']",Tiered-Forest,"The Hunger Games, Bridge to Terabithia, Journey to the Center of the Earth, Zathura, The Kids Are All Right, Future Man, Five Nights at Freddy's",True
WebQTest-1017,webqsp,test,who plays charlie in the santa clause movies?,Eric Lloyd,['Eric Lloyd'],Tiered-Forest,Eric Lloyd,True
WebQTest-1526,webqsp,test,how many languages do they speak in switzerland?,"German, French, Italian, Romansh","['Italian Language', 'German Language', 'French', 'Romansh language']",Tiered-Forest,"German, French, Italian, Romansh",True
WebQTest-634,webqsp,test,what county is san antonio in?,Bexar County,"['Comal County', 'Medina County', 'Bexar County']",Tiered-Forest,Bexar County,True
WebQTest-698,webqsp,test,who is robin roberts father?,Lawrence E. Roberts,['Lawrence E. Roberts'],Tiered-Forest,Lawrence E. Roberts,True
WebQTest-1708,webqsp,test,what are dallas cowboys colors?,"blue, silver, white","['Blue', 'Navy Blue', 'Silver', 'Royal blue', 'White']",Tiered-Forest,"blue, silver, white",True
WebQTest-1990,webqsp,test,who plays timon's voice in the lion king?,Nathan Lane,['Nathan Lane'],Tiered-Forest,Nathan Lane,True
WebQTest-163,webqsp,test,what year did the seahawks win the superbowl?,2014,['Super Bowl XLVIII'],Tiered-Forest,2014,False
WebQTest-1566,webqsp,test,what kind of guitar john mayer?,Fender Stratocaster,['Fender Stratocaster'],Tiered-Forest,Fender Stratocaster,True
WebQTest-1614,webqsp,test,what religion was king louis xiv?,Catholicism,['Catholicism'],Tiered-Forest,Catholicism,True
WebQTest-1533,webqsp,test,what planet did luke skywalker came from?,Tatooine,['Polis Massa'],Tiered-Forest,Tatooine,False
WebQTest-1470,webqsp,test,what kind of government does poland have?,parliamentary republic,"['Democracy', 'Parliamentary republic']",Tiered-Forest,parliamentary republic,True
WebQTest-1557,webqsp,test,where do florida panthers play?,BB&T Center,"['BB&T Center', 'Miami Arena']",Tiered-Forest,BB&T Center,True
WebQTest-1917,webqsp,test,what did charles babbage discover?,"difference engine, analytical engine","['Difference engine', 'Analytical Engine']",Tiered-Forest,"difference engine, analytical engine",True
WebQTest-512,webqsp,test,who were mary shelley?,Mary Wollstonecraft Godwin,"['Editor', 'Biographer', 'Playwright', 'Travel writer', 'Novelist', 'Writer', 'Essayist', 'Author']",Tiered-Forest,Mary Wollstonecraft Godwin,False
WebQTest-1047,webqsp,test,who does amy stiller play in dodgeball?,Patches O'Houlihan,['Keno Waitress'],Tiered-Forest,Patches O'Houlihan,False
WebQTest-1685,webqsp,test,where did benjamin franklin went to school?,Boston Latin School,['Boston Latin School'],Tiered-Forest,Boston Latin School,True
WebQTest-218,webqsp,test,in which continent is germany?,Europe,['Europe'],Tiered-Forest,Europe,True
WebQTest-938,webqsp,test,who was queen elizabeth ii mom?,Elizabeth Bowes-Lyon,['Queen Elizabeth The Queen Mother'],Tiered-Forest,Elizabeth Bowes-Lyon,False
WebQTest-1570,webqsp,test,where is the arizona cardinals stadium located?,"Glendale, Arizona",['Arizona'],Tiered-Forest,"Glendale, Arizona",True
WebQTest-935,webqsp,test,where was osama bin laden killed?,"Abbottabad, Pakistan",['Abbottabad'],Tiered-Forest,"Abbottabad, Pakistan",True
WebQTest-454,webqsp,test,where did hank marvin come from?,Newcastle upon Tyne,['Newcastle upon Tyne'],Tiered-Forest,Newcastle upon Tyne,True
WebQTest-1807,webqsp,test,what was wayne gretzky's first team?,Edmonton Oilers,['Edmonton Oilers'],Tiered-Forest,Edmonton Oilers,True
WebQTest-1960,webqsp,test,when was the last time the toronto maple leafs win the stanley cup?,1967,['1967 Stanley Cup Finals'],Tiered-Forest,1967,True
WebQTest-757,webqsp,test,who is angelina jolie mom and dad?,"Jon Voight, Marcheline Bertrand","['Marcheline Bertrand', 'Jon Voight']",Tiered-Forest,"Jon Voight, Marcheline Bertrand",True
WebQTest-721,webqsp,test,what kind of leukemia did jill clayburgh have?,chronic lymphocytic leukemia,"['B-cell chronic lymphocytic leukemia', 'Leukemia']",Tiered-Forest,chronic lymphocytic leukemia,True
WebQTest-123,webqsp,test,what all does google now do?,"Google Now,Google Assistant","['Google Classroom', 'Google Drive', 'Apache Wave', 'Google Earth', 'Google Buzz', 'Google Docs, Sheets, and Slides', 'Nexus S', 'Google Glass', 'Nexus 7', 'Nexus Q', 'Nexus 10', 'Google Maps', 'Chromecast']",Tiered-Forest,"Google Now,Google Assistant",False
WebQTest-361,webqsp,test,what to do and see in vienna austria?,"Schönbrunn Palace,St. Stephen's Cathedral,Belvedere Palace,Hofburg Palace,Prater,Vienna State Opera,Naschmarkt,Kunsthistorisches Museum","['Rock im Park', 'Schönbrunn Palace', 'Minoritenkirche', ""St. Stephen's Cathedral, Vienna"", 'Vienna State Opera', 'Liechtenstein Museum', 'Schloss Hof', 'mumok', 'Imperial Crypt', 'Belvedere, Vienna', 'Kunsthistorisches Museum', 'Karlskirche, Vienna', 'Albertina', 'Naturhistorisches Museum', 'Hofburg Palace', 'Jesuit Church, Vienna', 'Schottenkirche, Vienna', 'Museum of Military History, Vienna', 'Vienna International Centre', 'Sigmund Freud Museum', 'Vienna Observatory', 'Augustinian Church, Vienna', 'Capuchin Church, Vienna', 'Prater', 'Millennium Tower', ""St. Peter's Church"", 'Leopold Museum', 'Haus der Musik', 'Rathaus, Vienna']",Tiered-Forest,"Schönbrunn Palace,St. Stephen's Cathedral,Belvedere Palace,Hofburg Palace,Prater,Vienna State Opera,Naschmarkt,Kunsthistorisches Museum",True
WebQTest-111,webqsp,test,where is the carpathian mountain range located?,"Central Europe, Eastern Europe",['Europe'],Tiered-Forest,"Central Europe, Eastern Europe",True
WebQTest-673,webqsp,test,where did robert kardashian go to college?,University of Southern California,"['University of San Diego', 'University of San Diego School of Law', 'University of Southern California']",Tiered-Forest,University of Southern California,True
WebQTest-987,webqsp,test,what does barbara bush do for work?,First Lady of the United States,['First Lady'],Tiered-Forest,First Lady of the United States,True
WebQTest-773,webqsp,test,where is the sony ericsson company?,"Tokyo, Japan",['Minato'],Tiered-Forest,"Tokyo, Japan",False
WebQTest-1616,webqsp,test,what did shannon hoon die from?,drug overdose,['Drug overdose'],Tiered-Forest,drug overdose,True
WebQTest-874,webqsp,test,what language do people from bosnia speak?,"Bosnian, Croatian, Serbian","['Serbo-Croatian Language', 'Serbian language', 'Bosnian language', 'Croatian language']",Tiered-Forest,"Bosnian, Croatian, Serbian",False
WebQTest-766,webqsp,test,what is malaysian currency?,Malaysian ringgit,['Malaysian ringgit'],Tiered-Forest,Malaysian ringgit,True
WebQTest-1445,webqsp,test,what tv series did mark harmon star in?,NCIS,"['Chicago Hope', 'Centennial', 'From the Earth to the Moon', 'St. Elsewhere', 'Flamingo Road', 'NCIS', 'Eleanor and Franklin: The White House Years', 'Sam', '240-Robert', 'Charlie Grace', 'The Dream Merchants', 'Reasonable Doubts']",Tiered-Forest,NCIS,True
WebQTest-153,webqsp,test,what are the sights to see in madrid?,"Museo del Prado, Royal Palace of Madrid, Retiro Park, Plaza Mayor, Puerta del Sol","['El Escorial', 'Museo Nacional Del Prado', 'Museo Nacional Centro de Arte Reina Sofía', 'Summercase', 'Festimad', 'Buen Retiro Park', 'Royal Palace of Madrid', 'Almudena Cathedral', 'Sorolla Museum', 'Plaza de Cibeles', 'Madrid Arena', 'Paseo del Prado', 'Parque Warner Madrid', 'Thyssen-Bornemisza Museum', 'Temple of Debod', 'Puerta del Sol', 'Gran Vía', 'Madrid Marathon', 'Plaza Mayor, Madrid', 'La Vaguada', 'Museum of Lázaro Galdiano', 'Palace of la Bolsa de Madrid']",Tiered-Forest,"Museo del Prado, Royal Palace of Madrid, Retiro Park, Plaza Mayor, Puerta del Sol",True
WebQTest-420,webqsp,test,where is perpignan located?,France,"['Pyrénées-Orientales', 'France', 'Languedoc-Roussillon']",Tiered-Forest,France,True
WebQTest-1416,webqsp,test,what was franklin pierce famous for?,14th U.S. President,['US President'],Tiered-Forest,14th U.S. President,False
WebQTest-1748,webqsp,test,through which countries of the sahel does the niger river flow?,"Mali, Niger, Benin, Nigeria","['Mali', 'Niger', 'Nigeria']",Tiered-Forest,"Mali, Niger, Benin, Nigeria",True
WebQTest-354,webqsp,test,what art movement did leonardo da vinci belong to?,Renaissance,"['Pastel Art', 'High Renaissance']",Tiered-Forest,Renaissance,True
WebQTest-1392,webqsp,test,what the language spoken in indonesia?,Indonesian,"['Sunda Language', 'Bali Language', 'Madura Language', 'Dutch Language', 'English Language', 'Javanese Language', 'Batak Language', 'Indonesian Language', 'Tobelo Language', 'Malay Language']",Tiered-Forest,Indonesian,True
WebQTest-90,webqsp,test,who played on the jeffersons?,"Isabel Sanford, Sherman Hemsley, Marla Gibbs, Franklin Cover, Roxie Roker, Mike Evans, Berlinda Tolbert, Zara Cully, Paul Benedict, Ned Wertimer, Damon Evans","['Sherman Hemsley', 'Isabel Sanford', 'Damon Evans', 'Berlinda Tolbert', 'Roxie Roker', 'Zara Cully', 'Marla Gibbs', 'Franklin Cover', 'Paul Benedict', 'Mike Evans', 'Jay Hammer']",Tiered-Forest,"Isabel Sanford, Sherman Hemsley, Marla Gibbs, Franklin Cover, Roxie Roker, Mike Evans, Berlinda Tolbert, Zara Cully, Paul Benedict, Ned Wertimer, Damon Evans",True
WebQTest-1916,webqsp,test,what county is utica ny in?,Oneida County,['Oneida County'],Tiered-Forest,Oneida County,True
WebQTest-1489,webqsp,test,what character did billy d williams play in star wars?,Lando Calrissian,['Lando Calrissian'],Tiered-Forest,Lando Calrissian,True
WebQTest-1955,webqsp,test,who are the judges appointed in the supreme court?,"John G. Roberts, Clarence Thomas, Samuel Alito, Sonia Sotomayor, Elena Kagan, Neil Gorsuch, Brett Kavanaugh, Amy Coney Barrett, Ketanji Brown Jackson","['Clarence Thomas', 'Antonin Scalia', 'Stephen Breyer', 'Ruth Bader Ginsburg', 'Anthony Kennedy', 'Samuel Alito', 'John Roberts', 'Elena Kagan', 'Sonia Sotomayor']",Tiered-Forest,"John G. Roberts, Clarence Thomas, Samuel Alito, Sonia Sotomayor, Elena Kagan, Neil Gorsuch, Brett Kavanaugh, Amy Coney Barrett, Ketanji Brown Jackson",True
WebQTest-708,webqsp,test,who won fa cup 1976?,Southampton,['Southampton F.C.'],Tiered-Forest,Southampton,True
WebQTest-342,webqsp,test,what countries have english as their official language?,"Antigua and Barbuda, Australia, The Bahamas, Barbados, Belize, Canada, Dominica, Grenada, Guyana, Ireland, Jamaica, Malta, New Zealand, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Trinidad and Tobago, United Kingdom, United States","['Bahamas', 'Barbados', 'Belize', 'Bermuda', 'Botswana', 'Kenya', 'Cameroon', 'Cayman Islands', 'Cook Islands', 'Territory of Papua and New Guinea', 'Dominica', 'Fiji', 'Jersey', 'Guyana', 'Guam', 'Ghana', 'Gibraltar', 'Grenada', 'Hong Kong', 'India', 'Republic of Ireland', 'Isle of Man', 'Kiribati', 'Lesotho', 'Liberia', 'Malta', 'Marshall Islands', 'Montserrat', 'Namibia', 'Nauru', 'Nigeria', 'Papua New Guinea', 'Puerto Rico', 'Pakistan', 'Philippines', 'Rwanda', 'Saint Kitts and Nevis', 'Sierra Leone', 'Saint Lucia', 'Saint Vincent and the Grenadines', 'Samoa', 'Singapore', 'Sudan', 'Swaziland', 'Tanzania', 'Turks and Caicos Islands', 'Tuvalu', 'United Kingdom', 'Uganda', 'Vanuatu', 'Zimbabwe', 'Zambia', 'Territory of New Guinea', 'New Zealand', 'Canada', 'Gambia', 'South Africa', 'Wales', 'Antigua and Barbuda']",Tiered-Forest,"Antigua and Barbuda, Australia, The Bahamas, Barbados, Belize, Canada, Dominica, Grenada, Guyana, Ireland, Jamaica, Malta, New Zealand, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Trinidad and Tobago, United Kingdom, United States",True
WebQTest-921,webqsp,test,what was the cause of death for huell howser?,natural causes,['Prostate cancer'],Tiered-Forest,natural causes,False
WebQTest-774,webqsp,test,what kind of currency does the dominican republic have?,Dominican peso,['Dominican peso'],Tiered-Forest,Dominican peso,True
WebQTest-279,webqsp,test,what county is st paul va in?,Wise County,"['Wise County', 'Russell County']",Tiered-Forest,Wise County,True
WebQTest-172,webqsp,test,what do you call members of the senate?,senators,"['President of the Senate', 'State Senator', 'Chief of staff', 'President pro tempore', 'Senator', 'Senate majority leader']",Tiered-Forest,senators,True
WebQTest-825,webqsp,test,who does nolan ryan play for?,"California Angels, Houston Astros, Texas Rangers, New York Mets","['Houston Astros', 'California Angels']",Tiered-Forest,"California Angels, Houston Astros, Texas Rangers, New York Mets",True
WebQTest-128,webqsp,test,who plays juni cortez?,Daryl Sabara,['Daryl Sabara'],Tiered-Forest,Daryl Sabara,True
WebQTest-178,webqsp,test,who was the leader of the us during wwii?,Franklin D. Roosevelt,"['Franklin D. Roosevelt', 'Harry S. Truman']",Tiered-Forest,Franklin D. Roosevelt,True
WebQTest-621,webqsp,test,what countries have german as the official language?,"Germany, Austria, Switzerland, Belgium, Luxembourg, Liechtenstein","['Belgium', 'Germany', 'East Germany', 'Luxembourg', 'Liechtenstein', 'Switzerland', 'Austria']",Tiered-Forest,"Germany, Austria, Switzerland, Belgium, Luxembourg, Liechtenstein",True
WebQTest-671,webqsp,test,who are the senators of hawaii 2012?,"Daniel Inouye, Daniel Akaka",['Mazie Hirono'],Tiered-Forest,"Daniel Inouye, Daniel Akaka",False
WebQTest-346,webqsp,test,who does donnie wahlberg play in the sixth sense?,Vincent Grey,['Vincent Grey'],Tiered-Forest,Vincent Grey,True
WebQTest-331,webqsp,test,where was the temple of karnak built?,Thebes,"['Luxor Governorate', 'Egypt']",Tiered-Forest,Thebes,False
WebQTest-100,webqsp,test,what language is spoken in haiti today?,"Haitian Creole, French","['Haitian Creole', 'French']",Tiered-Forest,"Haitian Creole, French",True
WebQTest-852,webqsp,test,what province is toronto in ( 7 letters )?,Ontario,['Ontario'],Tiered-Forest,Ontario,True
WebQTest-1634,webqsp,test,who does peter griffin voice?,Seth MacFarlane,['Seth MacFarlane'],Tiered-Forest,Seth MacFarlane,True
WebQTest-1915,webqsp,test,where did harry s truman go to school?,"Independence High School, University of Missouri–Kansas City, University of Kansas City School of Law","['University of Missouri–Kansas City', 'University of Missouri–Kansas City School of Law', 'William Chrisman High School']",Tiered-Forest,"Independence High School, University of Missouri–Kansas City, University of Kansas City School of Law",True
WebQTest-257,webqsp,test,who was the soviet leader during world war ii?,Joseph Stalin,"['Nikita Khrushchev', 'Leonid Brezhnev']",Tiered-Forest,Joseph Stalin,False
WebQTest-633,webqsp,test,what is claire danes famous for?,acting,"['Actor', 'Television producer', 'Voice Actor']",Tiered-Forest,acting,False
WebQTest-1004,webqsp,test,what movies did christopher plummer play in?,"The Sound of Music, The Girl with the Dragon Tattoo, Beginners, Knives Out, All the Money in the World","['Elsa & Fred', 'Remember', 'The Insider', 'I Love N.Y.', 'Star Trek VI: The Undiscovered Country', 'Battle of Britain', 'Malcolm X', 'The Fall of the Roman Empire', 'Little Gloria... Happy at Last', 'Money', 'Stage Struck', 'Murder by Decree', 'Triple Cross', ""A Doll's House"", 'Young Catherine', 'Dolores Claiborne', 'Lily in Love', 'The Imaginarium of Doctor Parnassus', 'Up', 'The Pyx', 'Babes in Toyland', 'Eyewitness', 'The Clown at Midnight', 'Firehead', 'Nicholas Nickleby', '9', 'American Tragedy', 'Hamlet at Elsinore', 'Wolf', 'National Treasure', 'Man in the Chair', 'Lucky Break', 'Ararat', 'Riel', 'Somewhere in Time', 'The Amateur', 'An American Tail', 'The Spiral Staircase', 'My Dog Tulip', 'The Last Station', 'Alexander', 'A Hazard of Hearts', 'Conduct Unbecoming', 'Aces High', 'Already Dead', 'The Conspiracy of Fear', ""Liar's Edge"", 'Blackheart', 'Blizzard', 'The Dinosaur Hunter', 'Prototype', 'The First Circle', 'Dracula 2000', 'Lock Up Your Daughters', 'Nobody Runs Forever', 'The New World', 'Dreamscape', 'Cold Creek Manor', ""The Boss' Wife"", 'Wind Across the Everglades', 'Our Fathers', 'Inside Daisy Clover', 'The Return of the Pink Panther', 'When the Circus Came to Town', 'Shadow Dancing', 'Rock-a-Doodle', 'On Golden Pond', 'The Night of the Generals', 'Hanover Street', 'Gandahar', 'The Man Who Planted Trees', 'Secrets', 'Possessed', 'Priest', 'Syriana', 'The Scarlet and the Black', 'Must Love Dogs', '12 Monkeys', 'Waterloo', 'Where the Heart Is', 'Full Disclosure', 'Starcrash', 'The Boy in Blue', 'A Beautiful Mind', 'Inside Man', 'The Man Who Would Be King', 'Winchell', 'Beginners', 'Dragnet', 'Ordeal by Innocence', 'Impolite', 'Vampire in Venice', 'The Lake House', 'Night Flight', 'The Day That Shook the World', 'The Gospel of John', 'Heidi', 'Madeline: Lost in Paris', 'Oedipus the King', 'The Royal Hunt of the Sun', 'Woman Wanted', ""A Marriage: Georgia O'Keeffe and Alfred Stieglitz"", 'The Sound of Music', 'Four Minutes', 'Hidden Agenda', 'The Assignment', 'Highpoint', 'Souvenir', 'Harrison Bergeron', 'The Girl with the Dragon Tattoo', 'Five Good Years', 'The Silent Partner', 'Closing the Ring', 'International Velvet', 'Rumpelstiltskin', 'Silver Blaze', 'Emotional Arithmetic', 'Barrymore', 'Dark Descent of the Forgotten Empress', 'Kali the Little Vampire', 'Skeletons', ""The Gnomes' Great Adventure"", 'Imagine', 'The Legend of Sarila', 'The Tempest', 'Hector and the Search for Happiness', 'Caesar and Cleopatra', ""Muhammad Ali's Greatest Fight"", 'The Forger']",Tiered-Forest,"The Sound of Music, The Girl with the Dragon Tattoo, Beginners, Knives Out, All the Money in the World",True
WebQTest-797,webqsp,test,what is the zip code for newark california?,94560,['94560'],Tiered-Forest,94560,True
WebQTest-1252,webqsp,test,who plays eowyn in lord of the rings?,Miranda Otto,['Miranda Otto'],Tiered-Forest,Miranda Otto,True
WebQTest-184,webqsp,test,what state does romney live in?,Utah,['Massachusetts'],Tiered-Forest,Utah,False
WebQTest-2012,webqsp,test,what is london uk time zone?,"Greenwich Mean Time, British Summer Time",['Greenwich Mean Time Zone'],Tiered-Forest,"Greenwich Mean Time, British Summer Time",False
WebQTest-318,webqsp,test,what is the money of switzerland called?,Swiss franc,['Swiss franc'],Tiered-Forest,Swiss franc,True
WebQTest-1007,webqsp,test,what district does nancy pelosi represent?,California's 11th congressional district,"['California’s 5th congressional district', 'California’s 8th congressional district', 'California’s 12th congressional district']",Tiered-Forest,California's 11th congressional district,False
WebQTest-1911,webqsp,test,where did scott fitzgerald go to college?,Princeton University,['Princeton University'],Tiered-Forest,Princeton University,True
WebQTest-1121,webqsp,test,what is kentucky state slogan?,The Bluegrass State,"['United we stand, divided we fall']",Tiered-Forest,The Bluegrass State,False
WebQTest-224,webqsp,test,where did william morris go to college?,"Exeter College, Oxford","['University of Oxford', 'Exeter College, Oxford']",Tiered-Forest,"Exeter College, Oxford",True
WebQTest-617,webqsp,test,where did tim tebow grow up?,"Jacksonville, Florida",['Makati'],Tiered-Forest,"Jacksonville, Florida",False
